Run,Program Version,Time Started (UTC),Minutes Spent,Position,Points,buttontext,finished,project_id,url,age,device,gender,education,projectID,startedAt,computerID,assignmentID,yearOfBirth,participantID,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,assignment_id,participant_id,"If you could press a button to skip tomorrow, would you? Assume you still complete all the things you would normally complete, and remember the day normally, you just don't experience it. (mg9zk0t)",How satisfied are you with life as a whole these days? (mwhc2vc),How enjoyable is your life these days? (l1z3onc)
7022282,21,2022-01-31 17:44:38,0.17,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,35,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:44 AM,803dbd546c9f12f9bbff0982a3169d1eb5301265,54de7104,1986,32f2759d,2,United States,"$25,000 to $39,999",0,2,32500,54de7104,32f2759d,No,6.8,5.7
7022284,21,2022-01-31 17:44:42,0.15,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,40,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:44 AM,af0f3e0ffca80f8a801d1cb2176d09804c4ec148,96c47e0c,1982,66d2d8e2,5,United States,"$85,000 to $114,999",0,5,100000,96c47e0c,66d2d8e2,Yes,2.6,0
7022285,21,2022-01-31 17:44:44,0.23,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,37,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:44 AM,d9dcc3f43e35b2814501758afb4b541a5621b5fc,9bac59bb,1985,07f89328,5,United States,"$40,000 to $59,999",1,3,50000,9bac59bb,07f89328,Yes,7.8,8.4
7022286,21,2022-01-31 17:44:43,0.2,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,29,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:44 AM,6cf9c452ee6b2c0f7eb5c5679bdf48774323d96e,9e0eaf0c,1992,6e722e96,5,United States,"$40,000 to $59,999",0,3,50000,9e0eaf0c,6e722e96,No,8,7.2
7022287,21,2022-01-31 17:44:51,0.38,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,female,completedMastersDegree,27dd131a,2022/01/31 09:43 AM,7655b043e16fc729167f0ad81893ac6225804d00,ee669836,1989,dfd4a906,6,United States,"$60,000 to $84,999",1,4,72500,ee669836,dfd4a906,No,10,9.7
7022288,21,2022-01-31 17:44:44,0.27,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,53,desktop,male,completedMastersDegree,27dd131a,2022/01/31 09:44 AM,035ce01573480d6e2fa6da10a328deb4194511b1,6d339d64,1968,44353ed7,6,United States,"$85,000 to $114,999",0,5,100000,6d339d64,44353ed7,No,9,8.8
7022289,21,2022-01-31 17:44:48,0.3,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,44,desktop,female,completedMastersDegree,27dd131a,2022/01/31 09:44 AM,0b132d6e25367730dc9ae38e90b1d8fb86c9bce0,dd155982,1978,b9d43cb1,6,United States,"$10,000 to $24,999",1,1,17500,dd155982,b9d43cb1,No,8,7
7022290,21,2022-01-31 17:44:51,0.53,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,41,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:44 AM,8a71edbe4d524c3bd8882d50fd883b0696d1b4ba,72e86959,1980,b3629bbb,2,United States,"$60,000 to $84,999",1,4,72500,72e86959,b3629bbb,No,9,9.5
7022291,21,2022-01-31 17:44:50,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,66,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:44 AM,3ba116e0678f5a172c64de298f6ea8bd86d522db,771c3730,1955,9fbaed46,5,United States,"$60,000 to $84,999",1,4,72500,771c3730,9fbaed46,No,7.7,6.7
7022292,21,2022-01-31 17:44:54,0.23,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,35,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:44 AM,cd9d94c2e198476ae8efa1198d77f2c8448bccdc,9af19e52,1987,072cb179,2,United States,"$40,000 to $59,999",1,3,50000,9af19e52,072cb179,No,8.2,6.3
7022293,21,2022-01-31 17:44:54,0.18,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,40,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:44 AM,5ac610a9640484988ee0546f827135dcb3dcde37,59f67d8d,1981,f276adb3,2,United States,"$25,000 to $39,999",0,2,32500,59f67d8d,f276adb3,No,2.2,2.6
7022294,21,2022-01-31 17:44:55,0.27,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,27,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:44 AM,ee24664d3b54a46222b00ca04fbb13c8832995be,0be2663d,1994,b43a38ed,5,United States,"$85,000 to $114,999",0,5,100000,0be2663d,b43a38ed,No,9.5,10
7022296,21,2022-01-31 17:45:00,0.3,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,39,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:43 AM,5b555148e64f6d659732dfccc450ba2507a17cc4,5509452a,1982,b7af5a63,5,United States,"$40,000 to $59,999",0,3,50000,5509452a,b7af5a63,No,1.2,1.8
7022297,21,2022-01-31 17:45:01,0.2,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,40,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:44 AM,4ce359a6a9c2d0496168b1f85a32aa61c71466d0,386fa2d8,1981,1d94e4b0,5,United States,"$85,000 to $114,999",1,5,100000,386fa2d8,1d94e4b0,Yes,2.8,2.4
7022298,21,2022-01-31 17:45:03,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,26,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:44 AM,c1600b26ee99838969586cf90638b271a961db3c,666d41ef,1996,7180166b,2,United States,"$10,000 to $24,999",0,1,17500,666d41ef,7180166b,Yes,9,8
7022299,21,2022-01-31 17:45:03,0.2,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,32,desktop,female,completedMastersDegree,27dd131a,2022/01/31 09:43 AM,012ad246061caa583ad30ace549917341b681bc9,1e498aa4,1990,2c6f1d75,6,United States,"$60,000 to $84,999",1,4,72500,1e498aa4,2c6f1d75,No,10,9.4
7022302,21,2022-01-31 17:45:10,0.22,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:45 AM,87a0a95cad1e047dcf471b0ce70e6319979911c3,1a4fa1f7,1988,0bc5041b,2,United States,"$10,000 to $24,999",0,1,17500,1a4fa1f7,0bc5041b,No,7,6.6
7022303,21,2022-01-31 17:45:20,0.27,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,43,desktop,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:43 AM,f6b7bfb731a0cf24730dfd67ff546b022386c0b3,cd1637dc,1979,d4b40d38,4,United States,"$40,000 to $59,999",0,3,50000,cd1637dc,d4b40d38,No,6.4,6
7022304,21,2022-01-31 17:45:24,0.45,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,54,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:44 AM,fd231f32bf90ba1f2054ee8b6f794a51b5e27535,d811f73b,1968,fae344ae,5,United States,"$40,000 to $59,999",0,3,50000,d811f73b,fae344ae,No,8.4,9.3
7022306,21,2022-01-31 17:45:31,0.22,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,28,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:43 AM,0db4319e23b1b1058efa87a0b034670bb6187306,6fca8105,1993,87d833ea,5,United States,"$60,000 to $84,999",0,4,72500,6fca8105,87d833ea,No,6.1,5.1
7022307,21,2022-01-31 17:45:41,0.2,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,31,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:45 AM,1f6778ac43305b47d5f46674b9f9b57930f6054f,6fce7626,1990,bcc4b897,5,United States,"Less than $9,999",0,0,4500,6fce7626,bcc4b897,No,3.3,3.6
7022309,21,2022-01-31 17:45:32,0.2,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,32,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:45 AM,66c722ac39628c1d6e98d69139887eea73d58034,1a5c3024,1990,3508a7e1,5,United States,"$60,000 to $84,999",0,4,72500,1a5c3024,3508a7e1,No,9,10
7022310,21,2022-01-31 17:45:55,0.18,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,29,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:45 AM,20ac4738d681875c7329b958d43fb52aea26abb8,74622d06,1993,46a17215,5,United States,"$10,000 to $24,999",1,1,17500,74622d06,46a17215,No,6,7.5
7022314,21,2022-01-31 17:46:12,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,39,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:45 AM,e452a0f35ba12ec0611035d34a50a982b5836447,76479b26,1982,85ede05b,2,United States,"$40,000 to $59,999",0,3,50000,76479b26,85ede05b,No,1.3,1.3
7022315,21,2022-01-31 17:46:26,0.27,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,37,desktop,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:45 AM,f33bdb4de5b0efca92c82c555f6f1e7dafadddd9,4e904446,1984,cb1cf751,4,United States,"$60,000 to $84,999",0,4,72500,4e904446,cb1cf751,Yes,1.7,0.8
7022316,21,2022-01-31 17:46:23,0.82,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,31,desktop,female,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:43 AM,9da587efc152d23d5b72bf590aa22dfbb98af376,6b40018a,1990,2d61b2d2,4,United States,"$25,000 to $39,999",1,2,32500,6b40018a,2d61b2d2,No,7.6,6.3
7022318,21,2022-01-31 17:46:37,1.25,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,42,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:45 AM,a6cd9836aa6a74fe05a56ece416951f2713b8991,e24472e5,1980,c90a6862,5,United States,"$10,000 to $24,999",1,1,17500,e24472e5,c90a6862,Yes,5,5
7022319,21,2022-01-31 17:46:37,0.58,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,56,desktop,male,completedMastersDegree,27dd131a,2022/01/31 09:46 AM,3a380c36fa826fe8d4ff4fd0a59bf7d4189d351d,b510af3e,1966,da5a4f1d,6,United States,"$40,000 to $59,999",0,3,50000,b510af3e,da5a4f1d,No,4.5,4.5
7022320,21,2022-01-31 17:46:43,0.25,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,49,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:46 AM,5490ff41f5db61bad15cc9d00eeac59c5dc3aaef,846117ee,1972,7c80e781,5,United States,"$115,000 to $149,999",0,6,132500,846117ee,7c80e781,No,7,2.9
7022321,21,2022-01-31 17:46:44,0.35,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,30,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:46 AM,801311987b3ac5207dc0df0e969fd5d5b2982de9,e4a269ff,1992,72d3d6bf,2,United States,"$40,000 to $59,999",0,3,50000,e4a269ff,72d3d6bf,No,3.1,3.8
7022323,21,2022-01-31 17:46:57,0.25,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,34,desktop,male,completedMastersDegree,27dd131a,2022/01/31 09:45 AM,ee77b9e376177d0f9bb9c5e3bafe0d4eea03feec,10297af8,1988,f2821f6d,6,United States,"$115,000 to $149,999",0,6,132500,10297af8,f2821f6d,Yes,7.5,7.4
7022324,21,2022-01-31 17:46:56,0.82,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,28,desktop,male,completedProfessionalDegree,27dd131a,2022/01/31 09:46 AM,e80e350b3a32077b435004d5982112a937396274,c1d20a8e,1993,443a3675,7,United States,"$40,000 to $59,999",0,3,50000,c1d20a8e,443a3675,No,3,4.5
7022325,21,2022-01-31 17:47:00,0.33,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,53,desktop,female,completedProfessionalDegree,27dd131a,2022/01/31 09:46 AM,99a9e04dd1c7be6c4c6542552d5f993c7dac411f,9d4101b8,1968,0c2edf06,7,United States,"$40,000 to $59,999",1,3,50000,9d4101b8,0c2edf06,Yes,0.1,0.1
7022326,21,2022-01-31 17:47:10,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,35,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:46 AM,51bd13f1099145b7b3b99b59ef060015699e0bf9,961d86fe,1986,29e43053,5,United States,"$10,000 to $24,999",0,1,17500,961d86fe,29e43053,Yes,4.4,4.8
7022328,21,2022-01-31 17:47:25,0.4,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,47,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:46 AM,ec94cbb13c58f07e34788e0594c291db0ee59139,b616ae59,1974,a169701c,5,United States,"$10,000 to $24,999",0,1,17500,b616ae59,a169701c,No,4,3
7022329,21,2022-01-31 17:47:48,0.22,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,37,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:47 AM,50124c31ecf62ac43ce4e16d940ecef38cca2075,61df314b,1985,a8d0d040,5,United States,"$25,000 to $39,999",0,2,32500,61df314b,a8d0d040,No,8.4,9.2
7022331,21,2022-01-31 17:48:12,0.3,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,24,desktop,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:47 AM,5343e96a8cb795276cab6c98efe93b99b92f7785,7c1abea9,1998,7d95d628,4,United States,"$25,000 to $39,999",0,2,32500,7c1abea9,7d95d628,No,6.7,5.7
7022335,21,2022-01-31 17:48:38,0.23,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,31,desktop,male,completedDoctorateDegree,27dd131a,2022/01/31 09:47 AM,7b3448158f47f907540b344b7a16560cbb16a2b8,e0abe335,1991,7d37395b,8,United States,"$150,000 to $199,999",0,7,175000,e0abe335,7d37395b,No,7.3,8.5
7022336,21,2022-01-31 17:48:54,0.33,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,30,smartphone,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:48 AM,f4f18ed1935dfb2023e6c75e7064b8343690cb3f,e2b80842,1992,ba73fde4,4,United States,"$40,000 to $59,999",0,3,50000,e2b80842,ba73fde4,No,3.1,2.8
7022337,21,2022-01-31 17:49:00,0.23,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,25,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:48 AM,3876a298cd9421870e63f66615817b01de05e523,010d2c57,1996,1f13aa1a,2,United States,"$40,000 to $59,999",1,3,50000,010d2c57,1f13aa1a,No,8,8.3
7022338,21,2022-01-31 17:49:09,0.17,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,25,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:48 AM,c1f37f997128d4da0a4951aa5940b3c1e5496fb3,11d7c28f,1996,8b5e4944,5,United States,"$25,000 to $39,999",0,2,32500,11d7c28f,8b5e4944,No,5.1,6.6
7022339,21,2022-01-31 17:49:09,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,39,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:48 AM,10c7c9d861e8ea4d139be8ad8792bdaec05a76cb,eb84f96e,1982,fa624147,2,United States,"$25,000 to $39,999",1,2,32500,eb84f96e,fa624147,No,3,5
7022340,21,2022-01-31 17:49:12,0.13,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:48 AM,325c8857bcf8ae597b35d8d98c8ba4151cc61fa3,18ac7802,1988,edbc5756,2,United States,"$25,000 to $39,999",1,2,32500,18ac7802,edbc5756,Yes,9,8.4
7022341,21,2022-01-31 17:49:36,0.38,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,30,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:48 AM,a1afd4fdec57379623afd6d0914781c21a49e854,f214b52a,1992,51946cfb,2,United States,"Less than $9,999",1,0,4500,f214b52a,51946cfb,Yes,2,3
7022342,21,2022-01-31 17:49:45,0.25,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,31,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:49 AM,fc38a91f7c1bafb3dd7c702f7c07e311eba1ccb1,981b9fb0,1990,3f5f8e37,5,United States,"$10,000 to $24,999",0,1,17500,981b9fb0,3f5f8e37,Yes,3,3.5
7022344,21,2022-01-31 17:49:43,0.35,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,48,desktop,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:49 AM,6f36d25996e306ac7d6631a937556bc20c07727e,7c6a61e1,1973,4f4e8c92,4,United States,"$85,000 to $114,999",0,5,100000,7c6a61e1,4f4e8c92,No,6.6,7.1
7022346,21,2022-01-31 22:50:05,0.75,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,37,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:48 AM,a500dfea8b9f1639c121072dbb8fd9f9171b90ac,0430a768,1985,c4cb2918,5,United States,"$60,000 to $84,999",1,4,72500,0430a768,c4cb2918,No,8,7.2
7022347,21,2022-01-31 17:50:10,0.18,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,36,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:49 AM,d3903bec9821a10d2a8c3d6ec79a54a0007469c4,2b7a3bee,1985,0f85066d,2,United States,"$25,000 to $39,999",0,2,32500,2b7a3bee,0f85066d,No,8,8.7
7022350,21,2022-01-31 17:50:43,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,female,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:50 AM,4a9b36622d405032a0c46f887ff25d16b5c183cd,4ec26657,1988,6b5d5703,4,United States,"$60,000 to $84,999",1,4,72500,4ec26657,6b5d5703,Yes,5.7,5.3
7022351,21,2022-01-31 17:50:47,0.38,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,49,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:50 AM,cb229b3933cdd370eff43f7eb6ca54747253314e,3727c8de,1973,4efd6ad6,2,United States,"$10,000 to $24,999",1,1,17500,3727c8de,4efd6ad6,No,0.1,0.1
7022352,21,2022-01-31 17:50:50,0.4,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:50 AM,126b5d085b33e4368e0e3d8828a9f373eac5bff9,af759708,1989,ad924a80,2,United States,"$40,000 to $59,999",0,3,50000,af759708,ad924a80,No,7.5,8
7022354,21,2022-01-31 17:50:59,0.17,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,32,smartphone,male,completedMastersDegree,27dd131a,2022/01/31 09:50 AM,68bc17807aa1f2ffa09c965c30ac199f2fff8d7b,a511d6d5,1989,59e327ac,6,United States,"$150,000 to $199,999",0,7,175000,a511d6d5,59e327ac,No,6.9,7.4
7022357,21,2022-01-31 17:51:07,0.18,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,38,desktop,female,completedMastersDegree,27dd131a,2022/01/31 09:50 AM,9328ed160e0f6c4f97f546ef5dedf2c241a0c063,1ed3f07c,1983,92bb9630,6,United States,"$200,000 or more",1,8,225000,1ed3f07c,92bb9630,Yes,6.9,6.9
7022358,21,2022-01-31 17:51:09,0.37,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,37,desktop,female,completedTradeTechicalVocationalTraing,27dd131a,2022/01/31 09:50 AM,825422a5acc6b3aa7fb4cccf1d4b3b5911c41955,52564783,1984,99fc5200,3,United States,"$10,000 to $24,999",1,1,17500,52564783,99fc5200,No,3.4,2.7
7022359,21,2022-01-31 17:51:09,0.23,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,22,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:50 AM,de22999d96b72239268d2707dadc6af1e9357d9a,596d59c0,1999,092c8464,5,United States,"$40,000 to $59,999",0,3,50000,596d59c0,092c8464,No,7,7.4
