Run,Program Version,Time Started (UTC),Minutes Spent,Position,Points,age,device,gender,education,projectID,startedAt,computerID,assignmentID,yearOfBirth,participantID,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,How satisfied are you with life as a whole these days? (ql4c1ak),How enjoyable is your life as a whole these days? (dzyh760),How enjoyable do you expect tomorrow to be? (vxuitd6),"Imagine I gave you a ""SKIP TOMORROW"" button. When pressed, this button would cause you to be instantly transported 24 hours into the future. You still do all the things you would normally do (so nobody else can tell any difference), and remember the day normally, you just don't experience it. Would you press this button to skip tomorrow? (kp5en44)",What level of expected enjoyment do you think would be your threshold for pressing the button? (29r635n),buttontext,finished,project_id,assignment_id,participant_id,url
7029485,4,2022-02-02 01:04:27,0.48,rl4pf73,0,40,desktop,male,completedAssociateDegreeOnly,7ff6682a,2022/02/01 05:04 PM,15bf47a9e1e993a7518f9e7b9c03ea4f5a57dc7b,fcbda04d,1981,333692ed,4,United States,"$10,000 to $24,999",0,1,17500,1,1,1,No,0,Click to finish and give feedback,1,7ff6682a,fcbda04d,333692ed,https://app.positly.com/#/f?task_id=7ff6682a
7030016,4,2022-02-02 02:35:39,0.48,rl4pf73,0,39,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:35 PM,5b555148e64f6d659732dfccc450ba2507a17cc4,3181d339,1982,b7af5a63,5,United States,"$40,000 to $59,999",0,3,50000,1,1,0,Yes,2,Click to finish and give feedback,1,7ff6682a,3181d339,b7af5a63,https://app.positly.com/#/f?task_id=7ff6682a
7030017,4,2022-02-02 02:35:45,1.15,rl4pf73,0,57,desktop,female,completedTradeTechicalVocationalTraing,7ff6682a,2022/02/01 06:35 PM,654a0cf91277506f062bed2acd242223dbe75e2d,90c2b378,1964,354b7dcc,3,United States,"$25,000 to $39,999",1,2,32500,7,6,6,No,5,Click to finish and give feedback,1,7ff6682a,90c2b378,354b7dcc,https://app.positly.com/#/f?task_id=7ff6682a
7030023,4,2022-02-02 02:35:54,0.52,rl4pf73,0,38,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:35 PM,bc1b553a0965a69b09d6bafd42ec14c50ddfc93a,d2d47204,1983,6a754a1a,5,United States,"$10,000 to $24,999",0,1,17500,7,7,8,No,4,Click to finish and give feedback,1,7ff6682a,d2d47204,6a754a1a,https://app.positly.com/#/f?task_id=7ff6682a
7030024,4,2022-02-02 02:35:54,0.68,rl4pf73,0,35,desktop,female,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:35 PM,b3014312f8c562e745b0708f0b4e7ae3dbe151cc,696450000000,1986,670cdff3,4,United States,"$60,000 to $84,999",1,4,72500,8,8,6,No,2,Click to finish and give feedback,1,7ff6682a,696450000000,670cdff3,https://app.positly.com/#/f?task_id=7ff6682a
7030026,4,2022-02-02 02:35:56,0.57,rl4pf73,0,41,desktop,female,completedOnlyHighSchoolOrTheEquivalent,7ff6682a,2022/02/01 06:35 PM,1a8815405887958b5b88330687935a53a2024a3e,6ecf6400,1981,977cb534,2,United States,"$85,000 to $114,999",1,5,100000,7,6,6,Yes,5,Click to finish and give feedback,1,7ff6682a,6ecf6400,977cb534,https://app.positly.com/#/f?task_id=7ff6682a
7030027,4,2022-02-02 02:35:57,0.22,rl4pf73,0,30,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:35 PM,cacfcb5a0fcc4a92840443b44b7cc28185859499,e4776a3f,1991,0b7e2e5d,5,United States,"$60,000 to $84,999",0,4,72500,4,3,3,Yes,6,Click to finish and give feedback,1,7ff6682a,e4776a3f,0b7e2e5d,https://app.positly.com/#/f?task_id=7ff6682a
7030029,4,2022-02-02 02:36:09,0.5,rl4pf73,0,42,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:35 PM,61e7d384c163fd7c43509969abc1ad780e899eb5,0e2e874d,1980,c90a6862,5,United States,"$10,000 to $24,999",1,1,17500,5,6,5,Yes,5,Click to finish and give feedback,1,7ff6682a,0e2e874d,c90a6862,https://app.positly.com/#/f?task_id=7ff6682a
7030030,4,2022-02-02 02:36:11,0.43,rl4pf73,0,31,desktop,female,completedMastersDegree,7ff6682a,2022/02/01 06:35 PM,7b3448158f47f907540b344b7a16560cbb16a2b8,a602b1c8,1991,0f69173d,6,United States,"$115,000 to $149,999",1,6,132500,7,8,9,No,4,Click to finish and give feedback,1,7ff6682a,a602b1c8,0f69173d,https://app.positly.com/#/f?task_id=7ff6682a
7030031,4,2022-02-02 02:36:27,0.65,rl4pf73,0,37,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:35 PM,e02f4c9cf79f32bcdc961fd0e6343deccd920e5a,5cb620ad,1985,df91546c,5,United States,"$85,000 to $114,999",1,5,100000,8,8,3,Yes,4,Click to finish and give feedback,1,7ff6682a,5cb620ad,df91546c,https://app.positly.com/#/f?task_id=7ff6682a
7030036,4,2022-02-02 02:36:52,0.52,rl4pf73,0,30,desktop,female,completedOnlyHighSchoolOrTheEquivalent,7ff6682a,2022/02/01 06:35 PM,2e4d8ba432cf1b4d719717e77616b00735efc5a9,db080ab0,1992,19b635a9,2,United States,"$60,000 to $84,999",1,4,72500,7,8,8,No,4,Click to finish and give feedback,1,7ff6682a,db080ab0,19b635a9,https://app.positly.com/#/f?task_id=7ff6682a
7030037,4,2022-02-02 02:36:59,0.62,rl4pf73,0,65,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:36 PM,2f68d734c19609702a4fc84549203674ebb96863,599e00cf,1957,a07667ee,5,United States,"$115,000 to $149,999",0,6,132500,7,7,6,No,0,Click to finish and give feedback,1,7ff6682a,599e00cf,a07667ee,https://app.positly.com/#/f?task_id=7ff6682a
7030039,4,2022-02-02 02:37:00,0.53,rl4pf73,0,38,tablet,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:36 PM,79cdffb054cbc488758eeefafa650bce28b3857d,715cf6f0,1983,099594a0,5,United States,"$115,000 to $149,999",0,6,132500,8,8,5,Yes,5,Click to finish and give feedback,1,7ff6682a,715cf6f0,099594a0,https://app.positly.com/#/f?task_id=7ff6682a
7030040,4,2022-02-02 02:37:03,0.42,rl4pf73,0,37,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:36 PM,cbac6feb5ac7aa0aadf273037b3a849b145a2dd6,bf4e2b3c,1984,dea8c685,5,United States,"$25,000 to $39,999",1,2,32500,1,5,5,No,5,Click to finish and give feedback,1,7ff6682a,bf4e2b3c,dea8c685,https://app.positly.com/#/f?task_id=7ff6682a
7030043,4,2022-02-02 02:35:07,0.67,rl4pf73,0,48,desktop,female,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:36 PM,fb653d4368765e840efed6066dccef19da8779b0,8fc98757,1974,31466143,4,United States,"$60,000 to $84,999",1,4,72500,8,8,9,No,0,Click to finish and give feedback,1,7ff6682a,8fc98757,31466143,https://app.positly.com/#/f?task_id=7ff6682a
7030044,4,2022-02-02 02:37:17,1.83,rl4pf73,0,39,desktop,male,completedOnlyHighSchoolOrTheEquivalent,7ff6682a,2022/02/01 06:35 PM,b3fea591216d8a1057d0daa2da5a8484c5f0250e,df96b2f0,1982,4693412b,2,United States,"$25,000 to $39,999",0,2,32500,5,5,6,No,5,Click to finish and give feedback,1,7ff6682a,df96b2f0,4693412b,https://app.positly.com/#/f?task_id=7ff6682a
7030045,4,2022-02-02 02:37:22,0.35,rl4pf73,0,27,desktop,female,completedMastersDegree,7ff6682a,2022/02/01 06:36 PM,ef943873a770aba160e89166c45fa96c936622fa,c072fd3c,1994,3af1be7f,6,United States,"$85,000 to $114,999",1,5,100000,9,9,10,No,1,Click to finish and give feedback,1,7ff6682a,c072fd3c,3af1be7f,https://app.positly.com/#/f?task_id=7ff6682a
7030046,4,2022-02-02 02:37:30,0.7,rl4pf73,0,32,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:36 PM,da49b89aa332bb49f59b5afa8eadba14e4ad721f,410ef09d,1990,d9220b23,5,United States,"$25,000 to $39,999",1,2,32500,7,7,7,Yes,7,Click to finish and give feedback,1,7ff6682a,410ef09d,d9220b23,https://app.positly.com/#/f?task_id=7ff6682a
7030047,4,2022-02-02 02:37:39,0.38,rl4pf73,0,27,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:35 PM,379b469b6c9898fa50a75b27e45ca41ad8e5030e,7236efa9,1995,87e226b9,5,United States,"$85,000 to $114,999",0,5,100000,5,6,5,No,5,Click to finish and give feedback,1,7ff6682a,7236efa9,87e226b9,https://app.positly.com/#/f?task_id=7ff6682a
7030050,4,2022-02-02 02:38:07,0.55,rl4pf73,0,51,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:37 PM,e1e5336756c55d5f3c31aadefc287b09707afaa0,ea223c10,1971,d14bee1e,5,United States,"$60,000 to $84,999",0,4,72500,5,4,6,No,2,Click to finish and give feedback,1,7ff6682a,ea223c10,d14bee1e,https://app.positly.com/#/f?task_id=7ff6682a
7030051,4,2022-02-02 02:38:16,0.97,rl4pf73,0,20,desktop,other,completedOnlyHighSchoolOrTheEquivalent,7ff6682a,2022/02/01 06:37 PM,8b4b3d5e3a32952d27039c2a7b6bfa8f075dba3a,4c4ee95b,2002,72164597,2,United States,"$10,000 to $24,999",2,1,17500,7,6,6,No,0,Click to finish and give feedback,1,7ff6682a,4c4ee95b,72164597,https://app.positly.com/#/f?task_id=7ff6682a
7030056,4,2022-02-02 02:38:39,0.62,rl4pf73,0,24,desktop,female,completedOnlyHighSchoolOrTheEquivalent,7ff6682a,2022/02/01 06:36 PM,3a125b702741e241727ba1ccf4c099b4f20b8452,5330e2b4,1998,496da59d,2,United States,"$40,000 to $59,999",1,3,50000,3,2,1,Yes,9,Click to finish and give feedback,1,7ff6682a,5330e2b4,496da59d,https://app.positly.com/#/f?task_id=7ff6682a
7030058,4,2022-02-02 02:36:21,0.65,rl4pf73,0,36,desktop,male,completedDoctorateDegree,7ff6682a,2022/02/01 06:37 PM,47138b7aac3666b8d066f4a88afb32f2fb3c76a4,8a9775f3,1986,70ea025d,8,United States,"$115,000 to $149,999",0,6,132500,10,10,9,No,2,Click to finish and give feedback,1,7ff6682a,8a9775f3,70ea025d,https://app.positly.com/#/f?task_id=7ff6682a
7030060,4,2022-02-02 02:39:07,0.53,rl4pf73,0,53,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:38 PM,1eaaacbe44b9b3f360e6f9df1da85afc04e83938,b68a9c18,1968,08f9613a,5,United States,"$150,000 to $199,999",0,7,175000,9,8,8,No,9,Click to finish and give feedback,1,7ff6682a,b68a9c18,08f9613a,https://app.positly.com/#/f?task_id=7ff6682a
7030062,4,2022-02-02 02:39:10,0.38,rl4pf73,0,38,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:35 PM,ecfe1221ec73050903cdd5b1833a42c4372c7a80,3de23fd7,1984,1c5d9265,5,United States,"$25,000 to $39,999",0,2,32500,8,7,8,No,6,Click to finish and give feedback,1,7ff6682a,3de23fd7,1c5d9265,https://app.positly.com/#/f?task_id=7ff6682a
7030065,4,2022-02-02 02:39:23,0.42,rl4pf73,0,22,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:38 PM,c9a01dddb2e30a0f33e0e418bea8039ca807d820,c4523679,2000,12b52a2b,5,United States,"$60,000 to $84,999",0,4,72500,3,2,2,No,0,Click to finish and give feedback,1,7ff6682a,c4523679,12b52a2b,https://app.positly.com/#/f?task_id=7ff6682a
7030067,4,2022-02-02 02:39:33,0.58,rl4pf73,0,38,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:39 PM,2ce9396366451be2c8af0ed386e8ad275b04478d,29bf283c,1983,1bf24f7d,5,United States,"$25,000 to $39,999",0,2,32500,3,3,4,No,7,Click to finish and give feedback,1,7ff6682a,29bf283c,1bf24f7d,https://app.positly.com/#/f?task_id=7ff6682a
7030068,4,2022-02-02 02:39:30,0.43,rl4pf73,0,27,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:39 PM,ee24664d3b54a46222b00ca04fbb13c8832995be,16cf1132,1994,b43a38ed,5,United States,"$85,000 to $114,999",0,5,100000,9,9,9,No,2,Click to finish and give feedback,1,7ff6682a,16cf1132,b43a38ed,https://app.positly.com/#/f?task_id=7ff6682a
7030069,4,2022-02-02 02:39:40,0.72,rl4pf73,0,40,desktop,male,completedOnlyHighSchoolOrTheEquivalent,7ff6682a,2022/02/01 06:39 PM,5299ea2c4618d0c268edbcb503976bc936854265,9821432,1981,1dcae2cd,2,United States,"$25,000 to $39,999",0,2,32500,1,1,1,No,0,Click to finish and give feedback,1,7ff6682a,9821432,1dcae2cd,https://app.positly.com/#/f?task_id=7ff6682a
7030073,4,2022-02-02 02:39:47,0.78,rl4pf73,0,60,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:39 PM,5a22b03e6ccd43caead2053ca4ee35de3c7fd739,f2eac473,1961,0f7b4c8a,5,United States,"$60,000 to $84,999",0,4,72500,9,10,10,No,0,Click to finish and give feedback,1,7ff6682a,f2eac473,0f7b4c8a,https://app.positly.com/#/f?task_id=7ff6682a
7030074,4,2022-02-02 02:39:47,0.62,rl4pf73,0,37,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:39 PM,8c5bf4dda11b14557397d4855c3722ee91e5d68f,d2d8fc42,1984,7194ea52,5,United States,"$115,000 to $149,999",0,6,132500,9,9,6,No,4,Click to finish and give feedback,1,7ff6682a,d2d8fc42,7194ea52,https://app.positly.com/#/f?task_id=7ff6682a
7030075,4,2022-02-02 02:40:24,0.73,rl4pf73,0,24,desktop,male,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:39 PM,b2f6dae330da5d7d9f0ce48f5ba7fd793a5b21fa,aced5aae,1998,03957c38,4,United States,"$85,000 to $114,999",0,5,100000,6,4,7,No,3,Click to finish and give feedback,1,7ff6682a,aced5aae,03957c38,https://app.positly.com/#/f?task_id=7ff6682a
7030076,4,2022-02-02 02:40:12,0.45,rl4pf73,0,36,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:39 PM,23b80d01ccf04e197d26068a9c58c3dfc0cf21d7,73334fbc,1985,08722cbf,5,United States,"$40,000 to $59,999",1,3,50000,3,4,4,Yes,5,Click to finish and give feedback,1,7ff6682a,73334fbc,08722cbf,https://app.positly.com/#/f?task_id=7ff6682a
7030077,4,2022-02-02 02:40:15,0.3,rl4pf73,0,37,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:39 PM,f287b8a9581db587508c35ffa007e58db365d4ad,202a9968,1984,e84e04c1,5,United States,"$60,000 to $84,999",1,4,72500,4,4,4,No,1,Click to finish and give feedback,1,7ff6682a,202a9968,e84e04c1,https://app.positly.com/#/f?task_id=7ff6682a
7030090,4,2022-02-02 02:42:14,0.8,rl4pf73,0,44,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:41 PM,a9b4a89c24abd2a7412ee0bc8e3728ac3effc33e,5c55567a,1978,42329642,5,United States,"$25,000 to $39,999",1,2,32500,7,5,5,No,5,Click to finish and give feedback,1,7ff6682a,5c55567a,42329642,https://app.positly.com/#/f?task_id=7ff6682a
7030091,4,2022-02-02 02:42:26,0.37,rl4pf73,0,37,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:42 PM,b4bce2d4a91b5140c31e2ada9d2f6256824f869c,535f42d0,1985,0f01d017,5,United States,"$115,000 to $149,999",0,6,132500,4,2,2,Yes,9,Click to finish and give feedback,1,7ff6682a,535f42d0,0f01d017,https://app.positly.com/#/f?task_id=7ff6682a
7030092,4,2022-02-02 02:42:28,0.78,rl4pf73,0,30,desktop,male,completedMastersDegree,7ff6682a,2022/02/01 06:42 PM,4afb11efffc56048cf61cf6c6c0a7abb837a6b6e,03ca0d14,1991,e214f9e2,6,United States,"$60,000 to $84,999",0,4,72500,3,4,5,Yes,5,Click to finish and give feedback,1,7ff6682a,03ca0d14,e214f9e2,https://app.positly.com/#/f?task_id=7ff6682a
7030093,4,2022-02-02 02:42:35,0.42,rl4pf73,0,37,tablet,female,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:41 PM,cd6b45e7b9e20af1730c5c2bbf805c5143d66c01,0f47c929,1985,42592448,4,United States,"$40,000 to $59,999",1,3,50000,7,7,7,No,2,Click to finish and give feedback,1,7ff6682a,0f47c929,42592448,https://app.positly.com/#/f?task_id=7ff6682a
7030094,4,2022-02-02 02:42:39,0.73,rl4pf73,0,41,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:42 PM,ec4392453b06dcf473e0e7739fa7dea4e22b40de,fdde03a7,1980,727d1997,5,United States,"$60,000 to $84,999",0,4,72500,4,4,5,No,3,Click to finish and give feedback,1,7ff6682a,fdde03a7,727d1997,https://app.positly.com/#/f?task_id=7ff6682a
7030095,4,2022-02-02 02:42:52,0.78,rl4pf73,0,37,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:39 PM,7f33f3b220b6c7f83ce986a5974bf6260923035b,6f3e57c5,1984,4c48b1e0,5,United States,"$40,000 to $59,999",0,3,50000,4,6,7,No,3,Click to finish and give feedback,1,7ff6682a,6f3e57c5,4c48b1e0,https://app.positly.com/#/f?task_id=7ff6682a
7030096,4,2022-02-02 02:42:53,0.85,rl4pf73,0,42,desktop,male,completedOnlyHighSchoolOrTheEquivalent,7ff6682a,2022/02/01 06:42 PM,79899710495a84c6d24da107c242da07fbfd16de,b4660397,1980,874eda75,2,United States,"$85,000 to $114,999",0,5,100000,7,6,6,No,7,Click to finish and give feedback,1,7ff6682a,b4660397,874eda75,https://app.positly.com/#/f?task_id=7ff6682a
7030097,4,2022-02-02 02:42:57,0.92,rl4pf73,0,37,smartphone,male,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:42 PM,f48fb5359277e5e58c483135732714f31fe25945,532d0247,1984,75817f72,4,United States,"$60,000 to $84,999",0,4,72500,8,7,8,No,7,Click to finish and give feedback,1,7ff6682a,532d0247,75817f72,https://app.positly.com/#/f?task_id=7ff6682a
7030099,4,2022-02-02 02:43:01,1.05,rl4pf73,0,39,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:42 PM,5d5513edcfe57a8d7b4f42bbf65bf49c1a8cfa2e,f7d9aa72,1982,0eb91732,5,United States,"$85,000 to $114,999",1,5,100000,8,7,7,No,0,Click to finish and give feedback,1,7ff6682a,f7d9aa72,0eb91732,https://app.positly.com/#/f?task_id=7ff6682a
7030100,4,2022-02-02 02:43:05,0.57,rl4pf73,0,32,desktop,male,completedBachelorsDegree,7ff6682a,2022/02/01 06:42 PM,8534d0b70a14ffb13d3428e6c74d0a2ae9e82aad,01cb1386,1990,2dc74a18,5,United States,"$115,000 to $149,999",0,6,132500,10,10,9,No,0,Click to finish and give feedback,1,7ff6682a,01cb1386,2dc74a18,https://app.positly.com/#/f?task_id=7ff6682a
7030102,4,2022-02-02 02:43:53,0.53,rl4pf73,0,36,desktop,male,completedProfessionalDegree,7ff6682a,2022/02/01 06:43 PM,533b876c0d1f2ed94c61a4ed4fb0cd1b18b76884,9cca555c,1986,b91a648a,7,United States,"$115,000 to $149,999",0,6,132500,8,8,5,Yes,5,Click to finish and give feedback,1,7ff6682a,9cca555c,b91a648a,https://app.positly.com/#/f?task_id=7ff6682a
7030103,4,2022-02-02 02:44:01,1,rl4pf73,0,63,desktop,male,completedTradeTechicalVocationalTraing,7ff6682a,2022/02/01 06:42 PM,47bf986abfe6a4c70fefd8749b6138c1998e0754,df0def70,1959,ed927fa7,3,United States,"$10,000 to $24,999",0,1,17500,4,4,6,No,4,Click to finish and give feedback,1,7ff6682a,df0def70,ed927fa7,https://app.positly.com/#/f?task_id=7ff6682a
7030104,4,2022-02-02 02:44:12,1.23,rl4pf73,0,51,desktop,female,completedMastersDegree,7ff6682a,2022/02/01 06:43 PM,34c50ed748281d8c5acf9b0d4d84219bee43a85e,c4aabb29,1970,ddb7685b,6,United States,"$25,000 to $39,999",1,2,32500,5,5,5,No,9,Click to finish and give feedback,1,7ff6682a,c4aabb29,ddb7685b,https://app.positly.com/#/f?task_id=7ff6682a
7030108,4,2022-02-02 02:44:31,0.58,rl4pf73,0,53,desktop,male,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:44 PM,594f18484c36584ee5785ea21f58d4be0e57c460,1a0ecb5e,1969,ecee5cac,4,United States,"$60,000 to $84,999",0,4,72500,4,4,4,Yes,6,Click to finish and give feedback,1,7ff6682a,1a0ecb5e,ecee5cac,https://app.positly.com/#/f?task_id=7ff6682a
7030109,4,2022-02-02 02:44:32,1.37,rl4pf73,0,44,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:43 PM,dc820383cacdc3355faa5c97f0cb8f5b74024b2d,19c42fce,1978,870bc610,5,United States,"$85,000 to $114,999",1,5,100000,2,2,3,No,1,Click to finish and give feedback,1,7ff6682a,19c42fce,870bc610,https://app.positly.com/#/f?task_id=7ff6682a
7030111,4,2022-02-02 02:44:48,0.48,rl4pf73,0,34,desktop,male,completedDoctorateDegree,7ff6682a,2022/02/01 06:44 PM,e1dc70ad4ac67dfd6395ad77fce45b394d0bbed1,381ff01a,1988,1ae2e136,8,United States,"$85,000 to $114,999",0,5,100000,7,6,5,No,1,Click to finish and give feedback,1,7ff6682a,381ff01a,1ae2e136,https://app.positly.com/#/f?task_id=7ff6682a
7030119,4,2022-02-02 02:45:06,0.78,rl4pf73,0,35,desktop,female,completedBachelorsDegree,7ff6682a,2022/02/01 06:44 PM,f9b7f6e76f59997a8dd52a3511902d7752a1284c,f29d8736,1986,e36188d0,5,United States,"$60,000 to $84,999",1,4,72500,7,7,6,No,3,Click to finish and give feedback,1,7ff6682a,f29d8736,e36188d0,https://app.positly.com/#/f?task_id=7ff6682a
7030122,4,2022-02-02 02:45:10,0.58,rl4pf73,0,24,desktop,female,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:44 PM,07430accf55ea5a74c62c4b06742acdaf227a3b1,cba1012f,1998,bf64f9d2,4,United States,"$25,000 to $39,999",1,2,32500,2,2,4,Yes,6,Click to finish and give feedback,1,7ff6682a,cba1012f,bf64f9d2,https://app.positly.com/#/f?task_id=7ff6682a
7030124,4,2022-02-02 02:45:15,1.07,rl4pf73,0,67,desktop,male,completedAssociateDegreeOnly,7ff6682a,2022/02/01 06:44 PM,e514628df998f9c93b4294d89e445fa7578137b9,a974a356,1955,7961fe83,4,United States,"Less than $9,999",0,0,4500,2,4,0,No,5,Click to finish and give feedback,1,7ff6682a,a974a356,7961fe83,https://app.positly.com/#/f?task_id=7ff6682a
